timestamp,hour_bucket,source,count,track_id,class_id,center_x,center_y,line_start_x,line_end_x,line_y,x1,y1,x2,y2
2026-03-31T15:00:16,2026-03-31 15:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,255,38028,2,248,131,129,263,128,208,100,289,163
2026-03-31T15:00:51,2026-03-31 15:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,256,38211,2,257,130,129,263,128,216,101,298,159
2026-03-31T15:00:53,2026-03-31 15:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,257,38225,2,236,130,129,263,128,199,100,274,161
2026-03-31T15:01:11,2026-03-31 15:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,258,38415,7,236,130,129,263,128,194,101,279,160
2026-03-31T15:01:16,2026-03-31 15:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,259,38494,7,252,131,129,263,128,211,100,294,162
2026-03-31T15:01:30,2026-03-31 15:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,260,38688,2,235,130,129,263,128,200,104,271,156
2026-03-31T15:01:33,2026-03-31 15:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,261,38690,2,243,132,129,263,128,203,101,283,163
2026-03-31T15:01:41,2026-03-31 15:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,262,38788,2,251,131,129,263,128,211,100,292,163
2026-03-31T15:01:56,2026-03-31 15:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,263,38968,2,240,130,129,263,128,203,101,277,160
2026-03-31T15:01:59,2026-03-31 15:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,264,38975,2,245,132,129,263,128,208,105,283,159
2026-03-31T15:02:28,2026-03-31 15:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,265,39428,5,258,130,129,263,128,217,95,299,165
