timestamp,hour_bucket,source,count,track_id,class_id,center_x,center_y,line_start_x,line_end_x,line_y,x1,y1,x2,y2
2026-03-31T23:27:40,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,1,-1,2,208,163,143,211,264,190,138,227,188
2026-03-31T23:27:40,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,2,-1,7,208,163,143,211,264,190,139,226,188
2026-03-31T23:27:40,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,3,-1,2,217,172,143,211,264,197,144,238,201
2026-03-31T23:27:41,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,4,-1,2,226,185,143,211,264,204,152,249,218
2026-03-31T23:27:41,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,5,-1,2,253,217,143,211,264,223,174,283,261
2026-03-31T23:27:41,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,6,-1,2,270,240,143,211,264,234,187,307,293
2026-03-31T23:27:42,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,7,-1,2,295,275,143,211,264,252,211,338,339
2026-03-31T23:27:42,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,8,-1,2,327,313,143,211,264,274,230,381,396
2026-03-31T23:28:13,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,9,-1,7,205,163,143,211,264,187,136,224,190
2026-03-31T23:28:13,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,10,-1,2,215,174,143,211,264,195,145,235,204
2026-03-31T23:28:13,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,11,-1,7,215,174,143,211,264,195,145,236,204
2026-03-31T23:28:13,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,12,-1,7,227,189,143,211,264,205,155,250,224
2026-03-31T23:28:13,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,13,-1,7,242,207,143,211,264,215,168,269,246
2026-03-31T23:28:13,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,14,-1,7,260,230,143,211,264,229,181,292,279
2026-03-31T23:28:14,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,15,-1,7,279,258,143,211,264,234,195,325,321
2026-03-31T23:28:14,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,16,-1,2,317,302,143,211,264,267,223,367,382
2026-03-31T23:28:14,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,17,-1,7,317,304,143,211,264,267,224,368,384
2026-03-31T23:28:14,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,18,-1,2,356,336,143,211,264,297,257,416,416
2026-03-31T23:28:15,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,19,-1,2,227,194,143,211,264,200,158,255,230
2026-03-31T23:28:15,2026-03-31 23:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,20,-1,2,243,213,143,211,264,214,170,272,256
