timestamp,hour_bucket,source,count,track_id,class_id,center_x,center_y,line_start_x,line_end_x,line_y,x1,y1,x2,y2
2026-04-01T00:00:08,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,63,-1,2,193,167,47,189,240,150,94,237,240
2026-04-01T00:01:07,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,64,2076,2,159,169,47,189,240,128,132,191,206
2026-04-01T00:01:07,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,65,-1,2,271,286,47,189,240,205,204,337,368
2026-04-01T00:01:40,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,66,-1,2,168,165,47,189,240,137,133,199,197
2026-04-01T00:01:41,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,67,-1,7,192,188,47,189,240,155,150,229,227
2026-04-01T00:01:41,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,68,-1,2,264,233,47,189,240,225,203,303,263
2026-04-01T00:02:05,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,69,-1,2,168,175,47,189,240,137,137,199,214
2026-04-01T00:02:20,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,70,-1,2,228,302,47,189,240,202,261,255,344
2026-04-01T00:02:26,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,71,-1,7,187,188,47,189,240,152,151,223,225
2026-04-01T00:02:26,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,72,-1,2,188,187,47,189,240,153,151,224,224
2026-04-01T00:02:43,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,73,-1,2,151,276,47,189,240,135,230,168,322
2026-04-01T00:03:12,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,74,-1,7,208,218,47,189,240,0,21,416,416
2026-04-01T00:03:12,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,75,-1,5,207,216,47,189,240,0,17,415,416
2026-04-01T00:03:12,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,76,-1,2,208,213,47,189,240,0,11,416,416
2026-04-01T00:03:28,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,77,-1,7,182,166,47,189,240,140,117,225,215
2026-04-01T00:03:29,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,78,-1,2,285,257,47,189,240,242,196,329,318
2026-04-01T00:03:54,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,79,-1,2,179,185,47,189,240,143,148,216,222
2026-04-01T00:04:03,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,80,-1,7,160,163,47,189,240,128,129,192,197
2026-04-01T00:04:03,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,81,-1,2,195,197,47,189,240,156,150,235,244
2026-04-01T00:04:04,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,82,-1,5,250,256,47,189,240,192,188,308,324
2026-04-01T00:04:16,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,83,-1,2,108,175,47,189,240,97,150,119,201
2026-04-01T00:04:17,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,84,-1,2,168,264,47,189,240,151,222,185,306
2026-04-01T00:04:47,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,85,-1,2,129,181,47,189,240,117,150,142,213
2026-04-01T00:04:55,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,86,-1,2,198,290,47,189,240,175,243,221,337
2026-04-01T00:05:12,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,87,-1,5,74,220,47,189,240,0,27,149,414
2026-04-01T00:05:31,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,88,-1,2,175,180,47,189,240,142,140,209,220
2026-04-01T00:05:39,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,89,-1,2,169,175,47,189,240,136,141,202,210
2026-04-01T00:05:39,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,90,-1,7,218,228,47,189,240,173,175,264,281
2026-04-01T00:05:43,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,91,-1,2,199,198,47,189,240,160,152,238,244
2026-04-01T00:06:18,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,92,-1,2,157,263,47,189,240,140,218,174,308
2026-04-01T00:07:15,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,93,-1,2,177,167,47,189,240,149,134,206,201
2026-04-01T00:07:15,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,94,-1,5,251,247,47,189,240,203,188,300,306
2026-04-01T00:07:16,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,95,-1,2,283,282,47,189,240,225,209,342,356
2026-04-01T00:07:22,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,96,-1,2,105,174,47,189,240,95,146,116,202
2026-04-01T00:07:23,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,97,-1,2,180,287,47,189,240,159,235,201,340
2026-04-01T00:07:40,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,98,-1,2,193,309,47,189,240,167,255,219,363
2026-04-01T00:08:18,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,99,-1,5,190,197,47,189,240,161,152,219,243
2026-04-01T00:08:20,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,100,-1,2,231,245,47,189,240,180,190,283,301
2026-04-01T00:08:32,2026-04-01 00:00:00,https://cctv-ss02.thb.gov.tw/T2-0K+060,101,-1,2,159,246,47,189,240,142,201,177,292
